Carcinoma,Neoplasms,squamous cell Neoplasm,Liver Cirrhosis Alcoholic,Autistic Disorder,Obesity,Peripheral Neuropathy,IGA Glomerulonephritis,Stomach Neoplasms,Prostatic Neoplasms,Lymphoma,Adenoid cystic,Diabates mellitue,Rheumatoid Arthritis,Ovarian Diseases,Schizophrenia,Heart valve disease,Salivary Gland neoplasam,Brain neoplasms,Kidney Failure,prognosis
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p4249
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4311
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4317
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4322
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p494
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p497
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p591
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p515
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p51179
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5138
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5159
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p534
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p54466
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p638
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p622
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p655
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6554
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6568
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6783
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6822
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p7442
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p761
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p83729
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8431
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p863
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8651
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p871
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8824
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p914
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p937
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p951
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1468
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2671
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p355
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p3557
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p356
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3624
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p363
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p462
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5599
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6341
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p831
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p972
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p138876
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1462725
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,p1636
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2147
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p25813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2787
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2938
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2978
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3552
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p3562
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3565
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3949
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3976
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p555
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p56
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5465
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p5467
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5551
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5897
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p672
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p7133
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p7494
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8517
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8614
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p929
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1313838
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1131
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p12227
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p1269
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p1277
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p148
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p149
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p15684
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1593
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1717
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p23286
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2152
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2153
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2252
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3291
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3727
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46997
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4726
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p473
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4732
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p442895
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p442913
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4864
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p4878
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5265
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p55532
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p57456
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6772
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p757
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p91147
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1126313
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1866
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p112574
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,p1191
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1557
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p1582
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2243
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p229
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p2328
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p256297
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p26762
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2729
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2919
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2934
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2946
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p3117
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p316
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p3119
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3123
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3146
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3242
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3263
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p335
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p348
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p35
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3589
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p365
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p366
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3627
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p383
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p457
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4691
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4692
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4693
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4696
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46919
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46921
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46933
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4694
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46941
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46957
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46967
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46979
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46999
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p474
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4719
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4725
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4729
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4742
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p419
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4217
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p44295
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p442912
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4486
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p486
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5616
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5166
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5327
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p5428
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p546
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5469
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p574434
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5858
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5947
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p648
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p659
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p6649
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p686
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6888
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6915
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p693177
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p718
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p7276
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p72923
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p785
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p796
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p84649
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p92
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9131
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9474
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p997
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9971
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p123
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1241
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p149
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1653
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1769
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p11151
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p11282
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1266
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1289
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p14738
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1447
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1448
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1468
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1674
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1848
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p191
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1915
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1984
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p252
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p214
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p218
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2335
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p23569
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2628
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2678
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2771
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2937
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p321
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p339
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3178
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p3399
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p347733
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3638
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3925
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p423
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4191
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4256
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4282
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4692
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5486
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5154
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p51599
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5295
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5315
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p5617
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5618
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5685
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p572
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5725
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5764
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p591
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5921
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5924
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p595
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5954
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6122
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6128
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p628
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6277
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6279
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6319
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6427
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p64476
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6446
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6558
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6634
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6662
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6776
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p769
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p786
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p791
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p954
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1126333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1126348
0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,p1356
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p212
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p2161
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p219972
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p23582
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2752
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p28312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p337
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46884
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46886
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46887
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46891
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4691
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46953
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46959
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46962
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46971
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46984
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46989
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p46994
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p476
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4727
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4733
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4734
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p474
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4754
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4756
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p424
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4283
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p442898
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p44294
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p44296
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p44297
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p44298
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p44292
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p494332
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5371
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p538
